Time                ,Current(A)  ,TargetCurrent(A),Voltage(V)  ,PressureRaw(kg),PressureFiltered(kg),F0(kg)      ,DeltaF      ,ADRC_KP     ,ADRC_PGain     ,ADRC_U0(Nm) ,ADRC_Z1(kg) ,ADRC_Z2(Nm) ,ADRC_LastTorque(Nm),Feedforward(mA),FeedforwardTorque(Nm),AlgoDeltaF(kg),AlgoPressure(kg),EncoderValue    ,RopeLength(m) ,EncoderAngle(deg)   ,MotorSpeed(rpm)     ,MotorLinearVel(m/s),MotorTheoryVel(m/s),MotorPosition(m)      ,RopeVelocityRaw(m/s),RopeVelocityFiltered(m/s),WeightRaw(kg) ,WeightFiltered(kg),TargetTorque(Nm),ActualTorque(Nm)
09:49:48.353919     ,0.000       ,0.880       ,0.000       ,14.550      ,14.550      ,14.425      ,0.125       ,500.000     ,1.000          ,-63.250     ,0.127       ,1.746       ,0.210       ,880.000     ,0.000       ,0.125       ,14.55000      ,0             ,0.000           ,0.000         ,1.000               ,-0.003              ,-0.000          ,24854.22266       ,0.00000               ,0.000         ,5.210         ,5.210         ,0.210         ,0.163         
09:49:48.359958     ,0.000       ,0.880       ,0.000       ,14.490      ,14.490      ,14.425      ,0.065       ,500.000     ,1.000          ,-34.402     ,0.069       ,-0.864      ,0.215       ,880.000     ,0.000       ,0.065       ,14.49000      ,0             ,0.000           ,0.000         ,1.000               ,-0.003              ,-0.000          ,24854.22266       ,0.00000               ,0.000         ,5.210         ,5.210         ,0.215         ,0.163         
09:49:48.365981     ,0.000       ,0.880       ,0.000       ,14.490      ,14.490      ,14.425      ,0.065       ,500.000     ,1.000          ,-31.943     ,0.064       ,-0.840      ,0.220       ,880.000     ,0.000       ,0.065       ,14.49000      ,0             ,0.000           ,0.000         ,2.000               ,-0.007              ,-0.000          ,24854.22656       ,0.00000               ,0.000         ,5.210         ,5.210         ,0.220         ,0.213         
09:49:48.372005     ,0.000       ,0.880       ,0.000       ,14.540      ,14.540      ,14.425      ,0.115       ,500.000     ,1.000          ,-55.856     ,0.112       ,1.288       ,0.225       ,880.000     ,0.000       ,0.115       ,14.54000      ,0             ,0.000           ,0.000         ,2.000               ,-0.007              ,-0.000          ,24854.22656       ,0.00000               ,0.000         ,5.210         ,5.210         ,0.225         ,0.215         
09:49:48.379077     ,0.000       ,0.880       ,0.000       ,14.560      ,14.560      ,14.425      ,0.135       ,500.000     ,1.000          ,-67.477     ,0.135       ,2.007       ,0.230       ,880.000     ,0.000       ,0.135       ,14.56000      ,0             ,0.000           ,0.000         ,2.000               ,-0.007              ,-0.000          ,24854.22656       ,0.00000               ,0.000         ,5.210         ,5.210         ,0.230         ,0.225         
09:49:48.382591     ,0.000       ,0.880       ,0.000       ,14.550      ,14.550      ,14.425      ,0.135       ,500.000     ,1.000          ,-67.477     ,0.135       ,2.007       ,0.230       ,880.000     ,0.000       ,0.135       ,14.56000      ,0             ,0.000           ,0.000         ,2.000               ,-0.007              ,-0.000          ,24854.22656       ,0.00000               ,0.000         ,5.210         ,5.210         ,0.230         ,0.225         
09:49:48.382807     ,0.000       ,0.880       ,0.000       ,14.550      ,14.550      ,14.425      ,0.125       ,500.000     ,1.000          ,-63.502     ,0.127       ,1.335       ,0.235       ,880.000     ,0.000       ,0.125       ,14.55000      ,0             ,0.000           ,0.000         ,2.000               ,-0.007              ,-0.000          ,24854.22656       ,0.00000               ,0.000         ,5.210         ,5.210         ,0.235         ,0.225         
09:49:48.388215     ,0.000       ,0.880       ,0.000       ,14.590      ,14.590      ,14.425      ,0.165       ,500.000     ,1.000          ,-82.057     ,0.164       ,2.432       ,0.245       ,880.000     ,0.000       ,0.165       ,14.59000      ,0             ,0.000           ,0.000         ,2.000               ,-0.007              ,-0.000          ,24854.22656       ,0.00000               ,0.000         ,5.220         ,5.220         ,0.245         ,0.229         
09:49:48.394253     ,0.000       ,0.880       ,0.000       ,14.590      ,14.590      ,14.425      ,0.165       ,500.000     ,1.000          ,-83.497     ,0.167       ,2.108       ,0.250       ,880.000     ,0.000       ,0.165       ,14.59000      ,0             ,0.000           ,0.000         ,2.200               ,-0.008              ,-0.000          ,24854.22852       ,0.00000               ,0.000         ,5.220         ,5.220         ,0.250         ,0.236         
09:49:48.400339     ,0.000       ,0.880       ,0.000       ,14.510      ,14.510      ,14.425      ,0.085       ,500.000     ,1.000          ,-44.993     ,0.090       ,-1.347      ,0.255       ,880.000     ,0.000       ,0.085       ,14.51000      ,0             ,0.000           ,0.000         ,2.600               ,-0.009              ,-0.000          ,24854.22852       ,0.00000               ,0.000         ,5.220         ,5.220         ,0.255         ,0.243         
09:49:48.406351     ,0.000       ,0.880       ,0.000       ,14.500      ,14.500      ,14.425      ,0.075       ,500.000     ,1.000          ,-36.925     ,0.074       ,-1.676      ,0.260       ,880.000     ,0.000       ,0.075       ,14.50000      ,0             ,0.000           ,0.000         ,3.000               ,-0.010              ,-0.000          ,24854.23047       ,0.00000               ,0.000         ,5.220         ,5.220         ,0.260         ,0.246         
09:49:48.407814     ,0.000       ,0.880       ,0.000       ,14.560      ,14.560      ,14.425      ,0.075       ,500.000     ,1.000          ,-36.925     ,0.074       ,-1.676      ,0.260       ,880.000     ,0.000       ,0.075       ,14.50000      ,0             ,0.000           ,0.000         ,3.000               ,-0.010              ,-0.000          ,24854.23047       ,0.00000               ,0.000         ,5.220         ,5.220         ,0.260         ,0.246         
